Transaction_ID,Sales_Agent_ID,Sales_Agent_Name,Customer_ID,Customer_Name,Product_ID,Product_Name,Date_of_Sale,Units_Sold,Unit_Price,Total_Sale_Amount,Approved_Rebate_Rate,Approved_Incentive_Rate
T202508-00223,S002,Agent 2,C0173,Customer 173,P003,Product A3,2025-08-22,15,123.65,1854.75,0.0500,0.0200
T202508-00224,S014,Agent 14,,Customer 125,P016,Product B6,2025-08-09,14,176.86,2476.04,0.1000,0.0200
T202508-00225,S007,Agent 7,C0194,Customer 194,P013,Product B3,2025-08-14,12,194.87,2338.44,0.1000,0.0200
T202508-00226,S004,Agent 4,C0073,Customer 73,P017,Product B7,2025-08-16,19,144.35,2742.65,0.1000,0.0200
T202508-00227,S017,Agent 17,C0171,Customer 171,P008,Product A8,2025-08-13,8,114.99,919.92,0.0500,0.0200
T202508-00228,S020,Agent 20,C0015,Customer 15,P001,Product A1,2025-08-31,10,113.94,1139.40,0.0500,0.0200
T202508-00229,S007,Agent 7,,Customer 197,P004,Product A4,10-Aug-2025,9,105.66,950.94,0.0500,0.0200
T202508-00230,S011,Agent 11,C0031,Customer 31,P001,Product A1,2025-08-14,24,113.94,2734.56,0.0500,0.0200
T202508-00231,S006,Agent 6,C0034,Customer 34,P010,Product A10,2025-08-08,23,130.94,3011.62,0.0500,0.0200
T202508-00232,S017,Agent 17,C0144,Customer 144,P022,Product C2,2025-08-03,12,50.51,606.12,0.0000,0.0200
T202508-00233,S013,Agent 13,C0190,Customer 190,P002,Product A2,2025-08-15,1,77.50,77.50,0.0500,0.0200
T202508-00234,S030,Agent 30,C0020,Customer 20,P024,Product C4,2025-08-14,19,39.09,742.71,0.0000,0.0200
T202508-00235,S019,Agent 19,,Customer 104,P018,Product B8,10-Aug-2025,14,125.42,1755.88,0.1000,0.0200
T202508-00236,S004,Agent 4,C0104,Customer 104,P001,Product A1,2025-08-06,11,113.94,1253.34,0.0500,0.0200
T202508-00237,S026,Agent 26,C0159,Customer 159,P012,Product B2,30-Aug-2025,23,120.83,2779.09,0.1000,0.0200
T202508-00238,S012,Agent 12,C0023,Customer 23,P011,Product B1,2025-08-08,4,176.70,706.80,0.1000,0.0200
T202508-00239,S014,Agent 14,C0151,Customer 151,P011,Product B1,13/08/2025,3,176.70,530.10,0.1000,0.0200
T202508-00240,S028,Agent 28,C0080,Customer 80,P019,Product B9,2025-08-11,8,179.53,1436.24,0.1200,0.0200
T202508-00241,S025,Agent 25,C0044,Customer 44,P002,Product A2,2025-08-04,21,77.50,1627.50,0.0500,0.0200
T202508-00242,S017,Agent 17,C0131,Customer 131,P005,Product A5,2025-08-12,25,92.19,2304.75,0.0900,0.0200
T202508-00243,S012,Agent 12,C0187,Customer 187,P028,Product C8,2025-08-27,21,88.32,1854.72,0.0000,0.0200
T202508-00244,S005,Agent 5,C0061,Customer 61,P003,Product A3,2025-08-07,9,123.65,1112.85,0.0500,0.0200
T202508-00245,S006,Agent 6,C0155,Customer 155,P004,Product A4,2025-08-21,25,139.22,3480.50,0.0500,0.0200
T202508-00246,S003,Agent 3,C0046,Customer 46,P028,Product C8,08-16-25,21,88.32,1854.72,0.0000,0.0200
T202508-00247,S015,Agent 15,C0194,Customer 194,P015,Product B5,2025-08-15,19,181.70,3452.30,0.1200,0.0200
T202508-00248,S022,Agent 22,,Customer 145,P017,Product B7,2025-08-11,20,144.35,2887.00,0.1000,0.0200
T202508-00249,S028,Agent 28,C0161,Customer 161,P008,Product A8,2025-08-03,15,114.99,1724.85,0.0700,0.0200
T202508-00250,S016,Agent 16,C0114,Customer 114,P016,Product B6,2025/08/19,9,176.86,1591.74,0.1000,0.0200
T202508-00251,S002,Agent 2,C0091,Customer 91,P013,Product B3,2025-08-15,10,194.87,1948.70,0.1000,0.0200
T202508-00252,S015,Agent 15,C0010,Customer 10,P002,Product A2,03-Aug-2025,10,77.50,775.00,0.0500,0.0200
T202508-00253,S021,Agent 21,C0219,Customer 219,P003,Product A3,08-17-25,20,123.65,2473.00,0.0500,0.0200
T202508-00254,S013,Agent 13,C0119,Customer 119,P015,Product B5,2025-08-29,24,181.70,4360.80,0.1000,0.0200
T202508-00255,S002,Agent 2,C0116,Customer 116,P026,Product C6,21/08/2025,19,63.32,1203.08,0.0000,0.0200
T202508-00256,S007,Agent 7,C0083,Customer 83,P016,Product B6,05/08/2025,17,176.86,3006.62,0.1000,0.0200
T202508-00257,S002,Agent 2,C0116,Customer 116,P003,Product A3,23-Aug-2025,11,123.65,1360.15,0.0500,0.0200
T202508-00258,S003,Agent 3,C0130,Customer 130,P017,Product B7,2025-08-08,2,144.35,288.70,0.1000,0.0200
T202508-00259,S023,Agent 23,C0113,Customer 113,P030,Product C10,08-17-25,17,44.71,760.07,0.0000,0.0200
T202508-00260,S020,Agent 20,C0041,Customer 41,P010,Product A10,2025-08-13,10,130.94,1309.40,0.0500,0.0200
T202508-00261,S014, Agent 14 ,C0199, Customer 199 ,P009,Product A9,02-Aug-2025,20,72.04,1440.80,0.0500,0.0200
T202508-00262,S026,Agent 26,C0162,Customer 162,P017,Product B7,2025-08-11,3,144.35,433.05,0.1000,0.0200
T202508-00263,S004,Agent 4,C0143,Customer 143,P017,Product B7,2025-08-09,10,144.35,1443.50,0.1000,0.0200
T202508-00264,S024,Agent 24,C0219,Customer 219,P017,Product B7,28-Aug-2025,20,144.35,2887.00,0.1000,0.0200
T202508-00265,S005,Agent 5,C0086,Customer 86,P003,Product A3,2025-08-05,22,123.65,2720.30,0.0500,0.0200
T202508-00266,S030,Agent 30  ,C0090,Customer 90  ,P008,Product A8,2025-08-23,21,114.99,2414.79,0.0500,0.0200
T202508-00267,S022,Agent 22,C0101,Customer 101,P004,Product A4,2025-08-31,23,139.22,3202.06,0.0500,0.0200
T202508-00268,S003, Agent 3 ,C0080, Customer 80 ,P014,Product B4,2025-08-26,21,91.13,1913.73,0.1000,0.0200
T202508-00269,S011,Agent 11,C0209,Customer 209,P004,Product A4,2025/08/27,23,139.22,3202.06,0.0800,0.0200
T202508-00270,S024,Agent 24,,Customer 176,P026,Product C6,2025-08-21,3,63.32,189.96,0.0000,0.0200
T202508-00271,S022,Agent 22,C0109,Customer 109,P013,Product B3,2025-08-12,1,194.87,194.87,0.1000,0.0200
T202508-00272,S010,Agent 10,C0047,Customer 47,P028,Product C8,2025-08-31,11,88.32,971.52,0.0000,0.0200
T202508-00273,S025,Agent 25,C0125,Customer 125,P005,Product A5,2025-08-05,5,92.19,460.95,0.0500,0.0200
T202508-00274,S003,Agent 3,C0076,Customer 76,P023,Product C3,2025-08-17,4,37.18,148.72,0.0000,0.0200
T202508-00275,S025,Agent 25,C0139,Customer 139,P022,Product C2,2025-08-02,17,50.51,858.67,0.0000,0.0200
T202508-00276,S022,Agent 22,C0087,Customer 87,P024,Product C4,2025-08-05,20,39.09,781.80,0.0000,0.0200
T202508-00277,S020,Agent 20,,Customer 97,P004,Product A4,2025-08-27,6,139.22,835.32,0.0500,0.0200
T202508-00278,S023,Agent 23,C0198,Customer 198,P016,Product B6,2025-08-24,6,176.86,1061.16,0.1000,0.0200
T202508-00279,S015,Agent 15,C0012,Customer 12,P011,Product B1,24-Aug-2025,22,176.70,3887.40,0.1000,0.0200
T202508-00280,S008,Agent 8,C0114,Customer 114,P016,Product B6,2025-08-24,25,176.86,4421.50,0.1000,0.0200
T202508-00281,S026,Agent 26,C0115,Customer 115,,Product A6,2025-08-10,8,71.86,574.88,0.0500,0.0200
T202508-00282,S026,Agent 26,C0201,Customer 201,P012,Product B2,12-Aug-2025,7,120.83,845.81,0.1000,0.0200
T202508-00283,S022,Agent 22,C0147,Customer 147,P030,Product C10,2025-08-25,15,44.71,670.65,0.0000,0.0200
T202508-00284,S010,Agent 10,C0200,Customer 200,P010,Product A10,2025-08-14,17,130.94,2225.98,0.0500,0.0200
T202508-00285,S006,Agent 6  ,C0210,Customer 210  ,P005,Product A5,2025-08-05,20,82.87,1657.40,0.0500,0.0200
T202508-00286,S028,Agent 28,C0065,Customer 65,P002,Product A2,2025-08-28,16,77.50,1240.00,0.0500,0.0200
T202508-00287,S012,Agent 12,C0142,Customer 142,P027,Product C7,28-Aug-2025,23,54.03,1242.69,0.0500,0.0200
T202508-00288,S017,Agent 17,C0218,Customer 218,P004,Product A4,2025-08-25,3,139.22,417.66,0.0500,0.0200
T202508-00289,S006,Agent 6,C0070,Customer 70,P012,Product B2,2025-08-05,17,120.83,2054.11,0.1000,0.0200
T202508-00290,S027,Agent 27,C0112,Customer 112,P003,Product A3,2025-08-27,8,123.65,989.20,0.0500,0.0200
T202508-00291,S015,Agent 15,C0090,Customer 90,P027,Product C7,2025-08-02,14,54.03,756.42,0.0000,0.0200
T202508-00292,S013,Agent 13,C0129,Customer 129,P010,Product A10,2025-08-03,13,130.94,1702.22,0.0500,0.0200
T202508-00293,S012, Agent 12 ,C0058, Customer 58 ,P001,Product A1,2025-08-27,4,113.94,455.76,0.0500,0.0200
T202508-00294,S023,Agent 23,C0167,Customer 167,P009,Product A9,05/08/2025,5,72.04,360.20,0.0500,0.0200
T202508-00295,S002,Agent 2,C0074,Customer 74,P026,Product C6,2025-08-23,16,63.32,1013.12,0.0000,0.0200
T202508-00296,S027,Agent 27,C0036,Customer 36,P019,Product B9,2025-08-15,16,139.50,2232.00,0.1000,0.0200
T202508-00297,S020,Agent 20,C0002,Customer 2,P026,Product C6,08-09-25,1,63.32,63.32,0.0000,0.0200
T202508-00298,S007,Agent 7,C0214,Customer 214,P004,Product A4,2025-08-20,24,139.22,3341.28,0.0500,0.0200
T202508-00299,S017,Agent 17,C0109,Customer 109,P003,Product A3,08/08/2025,10,123.65,1236.50,0.0500,0.0200
T202508-00300,S010,Agent 10,C0032,Customer 32,P002,Product A2,2025-08-21,14,77.50,1085.00,0.0500,0.0200
T202508-00301,S026,Agent 26,C0160,Customer 160,P012,Product B2,2025-08-27,4,120.83,483.32,0.1000,0.0200
T202508-00302,S029,Agent 29,C0128,Customer 128,P015,Product B5,2025-08-21,1,181.70,181.70,0.1000,0.0200
T202508-00303,S017,Agent 17,C0148,Customer 148,,Product A7,10-Aug-2025,5,52.65,263.25,0.0500,0.0200
T202508-00304,S014,Agent 14,C0001,Customer 1,P016,Product B6,2025-08-19,8,176.86,1414.88,0.1000,0.0200
T202508-00305,S014,Agent 14,C0048,Customer 48,P017,Product B7,17/08/2025,3,144.35,433.05,0.1000,0.0200
T202508-00306,S012,Agent 12,C0018,Customer 18,P028,Product C8,2025-08-17,18,88.32,1589.76,0.0000,0.0200
T202508-00307,S026,Agent 26,C0130,Customer 130,P014,Product B4,2025-08-28,13,91.13,1184.69,0.1000,0.0200
T202508-00308,S016,Agent 16,C0012,Customer 12,P016,Product B6,2025-08-09,12,176.86,2122.32,0.1000,0.0200
T202508-00309,S024,Agent 24,C0005,Customer 5,P009,Product A9,2025-08-12,3,72.04,216.12,0.0500,0.0200
T202508-00310,S008,Agent 8,C0188,Customer 188,P017,Product B7,2025-08-25,4,144.35,577.40,0.1000,0.0200
T202508-00311,S019,Agent 19  ,C0189, Customer 189 ,P019,Product B9,2025-08-02,5,179.53,897.65,0.1000,0.0200
T202508-00312,S012,Agent 12,C0140,Customer 140,P009,Product A9,2025-08-06,21,72.04,1512.84,0.0500,0.0200
T202508-00313,S027,Agent 27,C0200,Customer 200,P018,Product B8,08-16-25,23,106.56,2450.88,0.1000,0.0200
T202508-00314,S021,Agent 21,C0047,Customer 47,P021,Product C1,2025-08-23,3,93.41,280.23,0.0000,0.0200
T202508-00315,S025,Agent 25,C0118,Customer 118,P001,Product A1,2025-08-02,7,113.94,797.58,0.0500,0.0200
T202508-00316,S026,Agent 26,C0052,Customer 52,P025,Product C5,2025-08-30,11,87.21,959.31,0.0000,0.0200
T202508-00317,S010,Agent 10,C0132,Customer 132,P010,Product A10,2025-08-16,18,130.94,2356.92,0.0500,0.0200
T202508-00318,S009,Agent 9,C0010,Customer 10,P019,Product B9,2025-08-10,7,179.53,1256.71,0.1300,0.0200
T202508-00319,S012,Agent 12,C0200,Customer 200,P002,Product A2,2025-08-11,21,77.50,1627.50,0.0500,0.0200
T202508-00320,S009,Agent 9,C0032,Customer 32,P020,Product B10,2025-08-29,14,183.40,2567.60,0.1000,0.0200
T202508-00321,S013,Agent 13  ,C0191, Customer 191 ,P011,Product B1,2025-08-11,13,176.70,2297.10,0.1000,0.0200
T202508-00322,S006,Agent 6,C0128,Customer 128,P018,Product B8,2025-08-30,12,125.42,1505.04,0.1000,0.0200
T202508-00323,S026,Agent 26,C0133,Customer 133,P007,Product A7,2025-08-24,3,52.65,157.95,0.0500,0.0200
T202508-00324,S014,Agent 14,C0021,Customer 21,P011,Product B1,2025-08-18,6,176.70,1060.20,0.1000,0.0200
T202508-00325,S010,Agent 10,C0083,Customer 83,P003,Product A3,2025-08-22,11,123.65,1360.15,0.0500,0.0200
T202508-00326,S010,Agent 10,C0079,Customer 79,P012,Product B2,2025-08-14,23,120.83,2779.09,0.1000,0.0200
T202508-00327,S006,Agent 6,C0177,Customer 177,P012,Product B2,2025/08/02,15,120.83,1812.45,0.1000,0.0200
T202508-00328,S024,Agent 24,C0091,Customer 91,P016,Product B6,2025-08-09,14,176.86,2476.04,0.1000,0.0200
T202508-00329,S021,Agent 21,C0203,Customer 203,P028,Product C8,2025-08-22,3,88.32,264.96,0.0000,0.0200
T202508-00330,S021,Agent 21,C0104,Customer 104,P010,Product A10,2025-08-22,24,130.94,3142.56,0.0500,0.0200
T202508-00331,S006,Agent 6,C0008,Customer 8,P004,Product A4,08-22-25,20,139.22,2784.40,0.0500,0.0200
T202508-00332,S026,Agent 26,C0113,Customer 113,P001,Product A1,2025-08-08,3,113.94,341.82,0.0500,0.0200
T202508-00333,S025,Agent 25,C0166,Customer 166,P010,Product A10,2025-08-31,13,130.94,1702.22,0.0700,0.0200
T202508-00334,S019, Agent 19 ,C0009,Customer 9  ,P016,Product B6,2025-08-15,22,176.86,3890.92,0.1000,0.0200
T202508-00335,S012,Agent 12,C0096,Customer 96,P012,Product B2,08-19-25,3,120.83,362.49,0.1000,0.0200
T202508-00336,S005,Agent 5,C0136,Customer 136,P010,Product A10,2025/08/21,11,130.94,1440.34,0.0500,0.0200
T202508-00337,S009,Agent 9,C0064,Customer 64,P029,Product C9,2025-08-24,1,45.40,45.40,0.0000,0.0200
T202508-00338,S006, Agent 6 ,C0128, Customer 128 ,P013,Product B3,2025-08-04,18,194.87,3507.66,0.1000,0.0200
T202508-00339,S009,Agent 9,C0199,Customer 199,P007,Product A7,2025-08-07,15,52.65,789.75,0.0500,0.0200
T202508-00340,S020,Agent 20,C0074,Customer 74,P018,Product B8,2025-08-07,16,125.42,2006.72,0.1000,0.0200
T202508-00341,S004,Agent 4,C0035,Customer 35,P023,Product C3,2025-08-06,15,37.18,557.70,0.0000,0.0200
T202508-00342,S029,Agent 29,C0183,Customer 183,P012,Product B2,2025-08-26,3,120.83,362.49,0.1000,0.0200
T202508-00343,S022,Agent 22,C0217,Customer 217,P030,Product C10,2025-08-12,22,35.07,771.54,0.0000,0.0200
T202508-00344,S023,Agent 23,C0017,Customer 17,P014,Product B4,2025-08-29,10,91.13,911.30,0.1200,0.0200
T202508-00345,S010,Agent 10  ,C0218,Customer 218  ,P004,Product A4,2025/08/30,23,139.22,3202.06,0.0500,0.0200
T202508-00346,S023,Agent 23,C0164,Customer 164,P005,Product A5,2025-08-17,12,92.19,1106.28,0.0500,0.0200
T202508-00347,S008,Agent 8,C0032,Customer 32,P030,Product C10,2025-08-08,5,44.71,223.55,0.0800,0.0200
T202508-00348,S026,Agent 26  ,C0127,Customer 127  ,P001,Product A1,2025-08-19,18,87.45,1574.10,0.0500,0.0200
T202508-00349,S012,Agent 12,C0120,Customer 120,P021,Product C1,2025-08-05,18,65.44,1177.92,0.0800,0.0200
T202508-00350,S020,Agent 20,C0023,Customer 23,P002,Product A2,23/08/2025,13,77.50,1007.50,0.0500,0.0200
T202508-00351,S024,Agent 24,C0123,Customer 123,P014,Product B4,2025-08-14,25,91.13,2278.25,0.1000,0.0200
T202508-00352,S027,Agent 27  ,C0148,Customer 148  ,P002,Product A2,08-21-25,11,77.50,852.50,0.0500,0.0200
T202508-00353,S003,Agent 3,C0116,Customer 116,P012,Product B2,2025-08-12,17,120.83,2054.11,0.1000,0.0200
T202508-00354,S005,Agent 5,C0213,Customer 213,P020,Product B10,2025-08-19,21,183.40,3851.40,0.1000,0.0200
T202508-00355,S006,Agent 6,C0197,Customer 197,P029,Product C9,2025-08-17,14,45.40,635.60,0.0000,0.0200
T202508-00356,S030,Agent 30,C0015,Customer 15,P022,Product C2,2025-08-05,17,50.51,858.67,0.0000,0.0200
T202508-00357,S010,Agent 10,C0043,Customer 43,P005,Product A5,08-Aug-2025,23,92.19,2120.37,0.0500,0.0200
T202508-00358,S012,Agent 12,C0133,Customer 133,P025,Product C5,2025-08-09,3,87.21,261.63,0.0000,0.0200
T202508-00359,S007,Agent 7,C0163,Customer 163,P028,Product C8,2025-08-05,9,88.32,794.88,0.0000,0.0200
T202508-00360,S021,Agent 21,C0078,Customer 78,P016,Product B6,2025-08-17,3,176.86,530.58,0.1000,0.0200
T202508-00361,S021,Agent 21,C0044,Customer 44,P015,Product B5,2025-08-05,19,181.70,3452.30,0.1000,0.0200
T202508-00362,S006,Agent 6,C0169,Customer 169,P016,Product B6,2025-08-11,20,176.86,3537.20,0.1000,0.0200
T202508-00363,S027,Agent 27,C0145,Customer 145,P002,Product A2,2025-08-03,1,77.50,77.50,0.0700,0.0200
T202508-00364,S002,Agent 2,C0165,Customer 165,P020,Product B10,2025-08-21,9,183.40,1650.60,0.1000,0.0200
T202508-00365,S007,Agent 7,C0197,Customer 197,P015,Product B5,2025-08-21,20,181.70,3634.00,0.1000,0.0200
T202508-00366,S001,Agent 1,C0128,Customer 128,P025,Product C5,2025-08-10,18,87.21,1569.78,0.0500,0.0200
T202508-00367,S021,Agent 21,C0078,Customer 78,P013,Product B3,2025/08/13,22,194.87,4287.14,0.1000,0.0200
T202508-00368,S010,Agent 10,C0117,Customer 117,P002,Product A2,2025-08-06,2,77.50,155.00,0.0700,0.0200
T202508-00369,S015,Agent 15,C0107,Customer 107,P013,Product B3,11/08/2025,7,194.87,1364.09,0.1000,0.0200
T202508-00370,S020,Agent 20,C0037,Customer 37,P008,Product A8,2025-08-11,23,114.99,2644.77,0.0500,0.0200
T202508-00371,S024,Agent 24,C0089,Customer 89,P029,Product C9,2025/08/25,5,45.40,227.00,0.0000,0.0200
T202508-00372,S012,Agent 12,C0132,Customer 132,P015,Product B5,2025-08-08,11,181.70,1998.70,0.1000,0.0200
T202508-00373,S015,Agent 15,C0032,Customer 32,P007,Product A7,2025-08-05,8,52.65,421.20,0.0900,0.0200
T202508-00374,S004,Agent 4,C0013,Customer 13,P008,Product A8,2025-08-28,13,114.99,1494.87,0.0500,0.0200
T202508-00375,S020,Agent 20,C0108,Customer 108,P007,Product A7,2025-08-27,6,52.65,315.90,0.0500,0.0200
T202508-00376,S011,Agent 11,C0148,Customer 148,P019,Product B9,2025-08-25,7,179.53,1256.71,0.1000,0.0200
T202508-00377,S006,Agent 6,C0128,Customer 128,P030,Product C10,2025-08-16,15,44.71,670.65,0.0000,0.0200
T202508-00378,S029,Agent 29,C0079,Customer 79,P013,Product B3,2025-08-31,3,194.87,584.61,0.1000,0.0200
T202508-00379,S013,Agent 13,C0130,Customer 130,P012,Product B2,2025/08/07,8,120.83,966.64,0.1000,0.0200
T202508-00380,S019,Agent 19,C0091,Customer 91,P002,Product A2,2025-08-16,10,77.50,775.00,0.0500,0.0200
T202508-00381,S020,Agent 20,C0216,Customer 216,P017,Product B7,2025-08-10,16,144.35,2309.60,0.1000,0.0200
T202508-00382,S018,Agent 18  ,C0003,Customer 3  ,P023,Product C3,2025-08-05,14,37.18,520.52,0.0000,0.0200
T202508-00383,S029,Agent 29,C0068,Customer 68,P019,Product B9,2025-08-13,25,179.53,4488.25,0.1000,0.0200
T202508-00384,S012,Agent 12,C0012,Customer 12,P011,Product B1,2025-08-18,19,176.70,3357.30,0.1000,0.0200
T202508-00385,S007,Agent 7,C0093,Customer 93,P014,Product B4,2025-08-13,3,91.13,273.39,0.1000,0.0200
T202508-00386,S017,Agent 17,C0116,Customer 116,P020,Product B10,27-Aug-2025,9,183.40,1650.60,0.1000,0.0200
T202508-00387,S020,Agent 20,C0175,Customer 175,P016,Product B6,2025-08-04,5,176.86,884.30,0.1000,0.0200
T202508-00388,S013,Agent 13,C0096,Customer 96,P020,Product B10,2025-08-18,11,183.40,2017.40,0.1000,0.0200
T202508-00389,S012,Agent 12,C0194,Customer 194,P004,Product A4,2025-08-17,20,139.22,2784.40,0.0500,0.0200
T202508-00390,S013,Agent 13,C0129,Customer 129,P002,Product A2,2025-08-05,2,77.50,155.00,0.0500,0.0200
T202508-00391,S023,Agent 23,C0086,Customer 86,P021,Product C1,2025-08-15,17,93.41,1587.97,0.0000,0.0200
T202508-00392,S005,Agent 5,C0156,Customer 156,P025,Product C5,2025-08-11,5,87.21,436.05,0.0000,0.0200
T202508-00393,S030,Agent 30,,Customer 157,P008,Product A8,2025-08-20,13,114.99,1494.87,0.0500,0.0200
T202508-00394,S024,Agent 24,C0216,Customer 216,P008,Product A8,2025-08-17,11,114.99,1264.89,0.0500,0.0200
T202508-00395,S027,Agent 27,C0131,Customer 131,P014,Product B4,2025-08-19,23,91.13,2095.99,0.1000,0.0200
T202508-00396,S010,Agent 10,C0122,Customer 122,P021,Product C1,2025-08-11,12,93.41,1120.92,0.0000,0.0200
T202508-00397,S022,Agent 22,C0029,Customer 29,P029,Product C9,2025-08-10,19,45.40,862.60,0.0000,0.0200
T202508-00398,S026,Agent 26,C0186,Customer 186,P024,Product C4,2025-08-01,21,39.09,820.89,0.0000,0.0200
T202508-00399,S020,Agent 20,C0122,Customer 122,P007,Product A7,2025-08-26,21,52.65,1105.65,0.0500,0.0200
T202508-00400,S025,Agent 25,C0149,Customer 149,P015,Product B5,2025/08/02,24,181.70,4360.80,0.1000,0.0200
T202508-00401,S019,Agent 19,C0123,Customer 123,P005,Product A5,2025-08-24,21,92.19,1935.99,0.0500,0.0200
T202508-00402,S020,Agent 20,C0199,Customer 199,P023,Product C3,2025-08-27,5,37.18,185.90,0.0000,0.0200
T202508-00403,S022,Agent 22,C0063,Customer 63,P001,Product A1,2025-08-04,23,113.94,2620.62,0.0500,0.0200
T202508-00404,S007,Agent 7  ,C0005,Customer 5  ,P012,Product B2,2025-08-05,14,120.83,1691.62,0.1000,0.0200
T202508-00405,S014,Agent 14,C0177,Customer 177,P006,Product A6,2025-08-25,17,71.86,1221.62,0.0900,0.0200
T202508-00406,S020,Agent 20,C0121,Customer 121,P024,Product C4,2025-08-24,24,39.09,938.16,0.0000,0.0200
T202508-00407,S002,Agent 2,C0181,Customer 181,P004,Product A4,2025-08-18,7,139.22,974.54,0.0900,0.0200
T202508-00408,S011,Agent 11,C0170,Customer 170,P012,Product B2,2025-08-11,13,120.83,1570.79,0.1000,0.0200
T202508-00409,S006,Agent 6,C0118,Customer 118,P026,Product C6,2025-08-18,11,52.61,578.71,0.0000,0.0200
T202508-00410,S012,Agent 12,C0174,Customer 174,P020,Product B10,2025-08-22,24,183.40,4401.60,0.1000,0.0200
T202508-00411,S021,Agent 21,C0206,Customer 206,P018,Product B8,16/08/2025,20,107.70,2154.00,0.1000,0.0200
T202508-00412,S007,Agent 7,C0064,Customer 64,P007,Product A7,2025-08-08,10,52.65,526.50,0.0500,0.0200
T202508-00413,S010,Agent 10,C0198,Customer 198,P008,Product A8,2025-08-23,7,114.99,804.93,0.0500,0.0200
T202508-00414,S023,Agent 23,C0126,Customer 126,P008,Product A8,2025-08-18,12,114.99,1379.88,0.0500,0.0200
T202508-00415,S030,Agent 30  ,,Customer 204  ,P019,Product B9,2025-08-04,10,179.53,1795.30,0.1000,0.0200
T202508-00416,S019,Agent 19,C0174,Customer 174,P014,Product B4,2025-08-27,13,91.13,1184.69,0.1200,0.0200
T202508-00417,S012,Agent 12,C0198,Customer 198,P021,Product C1,2025-08-02,10,68.18,681.80,0.0000,0.0200
T202508-00418,S010,Agent 10,,Customer 183,P002,Product A2,2025-08-21,15,77.50,1162.50,0.0500,0.0200
T202508-00419,S009,Agent 9,C0192,Customer 192,P012,Product B2,2025-08-27,7,120.83,845.81,0.1000,0.0200
T202508-00420,S018,Agent 18,C0070,Customer 70,P027,Product C7,2025-08-09,23,54.03,1242.69,0.0000,0.0200
T202508-00421,S005,Agent 5,,Customer 28,P016,Product B6,2025-08-08,19,153.08,2908.52,0.1000,0.0200
T202508-00422,S008,Agent 8,C0013,Customer 13,P017,Product B7,2025-08-08,17,127.40,2165.80,0.1000,0.0200
T202508-00423,S021,Agent 21,C0060,Customer 60,P002,Product A2,11-Aug-2025,14,77.50,1085.00,0.0500,0.0200
T202508-00424,S023,Agent 23,C0121,Customer 121,P003,Product A3,2025-08-05,25,123.65,3091.25,0.0500,0.0200
T202508-00425,S001,Agent 1,C0141,Customer 141,P029,Product C9,2025/08/14,6,45.40,272.40,0.0000,0.0200
T202508-00426,S021,Agent 21,C0122,Customer 122,P012,Product B2,2025-08-25,7,105.75,740.25,0.1000,0.0200
